涉	しょう,わたる
克昌	かつまさ,なりまさ
克章	かつあき,よしのり
克伸	かつのぶ,よしのぶ
克信	かつのぶ,よしのぶ
克真	かつま,よしまさ
克人	かつと,かつひと,まさと,よしと,よしひと
克仁	かつひと,かつまさ
克斉	かつなり,かつひと
克宣	かつのぶ,よしのぶ
克彦	かつひこ,よしひこ
克優	かつまさ,よしまさ
刻尚	ときなお,ときひさ
刻也	ときなり,ときや
国一	くにかず,くにひと
国光	くにてる,くにみつ
国尚	くになお,くにひさ
国正	くにただ,くにまさ
佐空	さく,たすく
佐資	さすけ,さとる
哉宏	としひろ,なりひろ
哉大	としひろ,なりひろ
哉文	としふみ,なりふみ
宰斗	さいと,すずと
彩斗	さいと,さやと
才喜	さいき,としき
采輝	さいき,とき
采樹	さいき,とき
材	もとき,もとし
冴空	さく,さすけ
冴虎	ことら,さえと
冴斗	さえと,さやと
咲介	さすけ,しょうすけ,じょうすけ
咲哉	さくや,しょうや
咲士	さきと,さくと
咲十	さきと,さくと
咲人	さきと,さくと
咲仁	さきと,さくと
咲太朗	さくたろう,しょうたろう
咲太郎	さくたろう,しょうたろう
咲大朗	さくたろう,しょうたろう
咲斗	さきと,さくと
咲杜	さきと,さくと
咲登	さきと,さくと
咲都	さきと,さくと,しょうと
咲飛	さきと,さくと
咲磨	さくと,しょうま
咲弥	さくや,しょうや
咲利	さくと,しょうり
咲翔	さきと,さくと,しょうと
作	さく,つくる
朔空	さく,さくと
朔大	さくと,もとひろ
朔也	さくや,もとや
朔弥	さくや,もとや
朔矢	さくや,もとや
桜葵	おうき,はるき
桜介	おうすけ,さすけ
桜喜	おうき,はるき
桜基	おうき,はるき
桜希	おうき,はるき
桜季	おうき,はるき
桜紀	おうき,はるき
桜輝	おうき,はるき
桜玖	さく,はるく
桜空	おうすけ,さく
桜哉	おうや,さくや
桜士	さくと,はるお,はると
桜樹	おうき,はるき
桜将	おうすけ,さすけ
桜丞	おうすけ,さすけ
桜真	はるま,ようま
桜人	さくと,はると
桜仁	さくと,はると
桜太朗	おうたろう,さくたろう
桜太郎	おうたろう,さくたろう
桜大	おうき,はるた
桜大朗	おうたろう,さくたろう
桜大郎	おうたろう,さくたろう
桜斗	さくと,はると
桜也	おうや,さくや,はるや
桜夜	おうや,はるや
桜耶	おうや,さくや
桜弥	おうや,さくや,はるや
桜佑	おうすけ,さすけ
桜来	おうき,はるき
桜亮	おうすけ,さすけ
桜涼	おうすけ,さすけ
桜來	さく,はるく
桜暉	おうき,はるき
桜橙	さくと,はると
桜綺	おうき,はるき
皐大	こうた,こうだい
皐耀	こうよう,たかてる
皐翔	こうと,たかと
三貴	かずたか,みつき,みつたか
三輝	みつき,みつてる
三大	さんた,みつひろ
史一	ふみかず,ふみひと
史岳	ふみたか,ふみたけ
史規	ふみき,ふみのり
史貴	ふみき,ふみたか
史恭	ふみたか,ふみやす,ふみゆき
史賢	ふみたか,ふみまさ
史光	しこう,ふみあき
史広	しこう,ふみひろ
史昂	ふみあき,ふみたか
史高	しこう,ふみたか
史剛	ふみたか,ふみたけ
史樹	ひとき,ふみき
史昌	ふみあき,ふみまさ
史人	ふみと,ふみひと
史仁	ふみと,ふみひと
史成	しせい,ふみあき,ふみなり
史泰	ふみひろ,ふみやす
史大	ふみひろ,ふみまさ
史知	ふみかず,ふみはる
史典	ひさのり,ふみのり
史等	ふみと,ふみひと
史彦	あつひこ,ふみひこ
史明	のぶあき,ふみあき
史門	しもん,ふみと
史也	ふみなり,ふみや
史優	ふみひろ,ふみまさ
史悠	しゅう,ふみはる
史祐	しゅう,ふみひろ
史裕	のぶひろ,ふみひろ,ふみやす
史雄	のりお,ふみお,ふみたけ
史陽	のぶはる,ふみあき,ふみはる,ふみや
史隆	しりゅう,ふみたか
史朗	しろう,ふみあき,ふみお
史郎	しろう,ふみお
史熙	ふみき,ふみひろ
士貴	とき,のりたか
士輝	とき,ひとき
士朗	しろう,じろう
士郎	しろう,じろう
子人	たかと,やすと
子斗	たかと,やすと
子陽	しょう,しよう
志行	しこう,ふみゆき,ゆきたか
志哉	ふみや,ゆきや
志尚	ゆきたか,ゆきひさ
志昌	もとまさ,ゆきまさ
志進	もとのぶ,よしのぶ,よしゆき
志仁	ふみと,ゆきひと
志成	しせい,もとなり,ゆきなり
志誠	しせい,ゆきなり
志拓	もとひろ,ゆきひろ
志道	さねみち,しどう,ゆきまさ
志文	しもん,よしふみ
志也	ふみや,ゆきや
志弥	ふみや,ゆきや
志悠	しゅう,もとはる,よしはる,よしひさ
志陽	しょう,しよう,もとはる,ゆきはる
志朗	しろう,じろう
志晟	しせい,ゆきまさ
孜	さとる,つとむ,まさる
紫耀	しょう,しよう
紫陽	しゅう,しょう,しよう
至孝	しこう,みちたか
至宏	みちひろ,よしひろ
至十	ちかと,みちと
資	さとる,たすく,まさる
資成	しせい,もとなり
資明	もとあき,よしあき
資雄	もとお,やすお
慈幸	しげき,なりゆき
慈人	しげと,ちかと,やすと,よしと
慈仁	しげと,しげひろ
慈斗	しげと,やすと
時栄	じえい,ときはる
時央	ときお,ときひさ,ときひろ
時敬	ときたか,ときよし
時士	はると,よしと
時尚	ときなお,ときひさ
時人	ときと,よりと
時生	とき,ときお,はるき
時大	ときひろ,ときまさ
時都	ちかと,ときと
時也	ときなり,ときや,はるや
時弥	ときひさ,ときや
時悠	ときはる,ときひさ
時雄	ときお,ときたか
時陽	ときお,ときはる
時郎	じろう,ときお
時翔	ときと,はると
次郎	しろう,じろう
滋紀	しげき,しげのり
治一	はるかず,はるひと
治希	なおき,はるき
治紀	はるき,はるのり,よしき
治貴	はるき,はるたか
治輝	なおき,はるき
治幸	なおき,なおゆき,はるゆき
治哉	なおや,はるちか,はるや
治史	はるし,はるひと,はるふみ
治嗣	はるし,はるつぐ
治士	はるし,はると
治寿	はるとし,はるひさ
治樹	なおき,はるき
治秀	なおひで,はるひで
治将	なおまさ,はるまさ
治昌	はるまさ,よしまさ
治人	なおと,なおひと,はると,はるひと
治仁	はると,はるひと
治正	はるただ,はるまさ
治宣	はるのぶ,よしのぶ
治多	なおた,はるた
治太	なおた,はるた
治大	はるた,やすゆき,よしひろ
治斗	なおと,はると
治登	なおと,はると
治之	なおゆき,はるゆき
治彦	なおひこ,はるひこ
治夫	はるあき,はるお
治磨	とおま,はるま
治也	はるなり,はるや
治弥	はるひろ,はるや
治利	はると,はるとし
治良	じろう,はるよし
治朗	じろう,はるあき
七々音	ななお,ななと
七哉	ななき,ななや
疾仁	はやと,やまと
疾風	はやて,はやと
疾翔	はやと,やまと
実往	さねみち,さねゆき
実喜	さねよし,みつき
実希	なおき,みつき
実貴	さねたか,みつき
実弦	まいと,みつる
実士	なおと,のりと
実樹	なおき,みつき
実成	さねしげ,みつあき,みつなり,みなり,みなる
実弥	さねひさ,なおや
実隆	さねたか,みりゅう
主虎	かずと,かずとら
主水	ちから,もんど
守人	しゅうと,もりと,もりひと
守生	しゅう,しゅうせい,もりお
珠壱	しゅい,じゅいち
寿一	じゅいち,としかず,ひさかず
寿英	じえい,としひで
寿紀	としき,としのり
寿起	としき,よしき
寿輝	としき,ひさてる
寿久	かずひさ,としひさ
寿憲	としのり,ひさのり
寿賢	かずたか,のぶたか,のぶただ,ひさたか
寿光	としみつ,ひさてる,ひさみつ
寿幸	かずゆき,としゆき
寿康	としやす,ひさやす
寿哉	かずなり,としや,ひさや,ひろや
寿史	としふみ,ひさし
寿士	ひさし,ひさと
寿治	としはる,ひさはる
寿春	すばる,ひさはる
寿尚	としひさ,ひさなお
寿伸	としのぶ,ひさのぶ
寿信	としのぶ,ひさのぶ
寿人	ひさと,ひでと
寿仁	しゅうと,ひさと
寿成	としなり,ひさなり
寿晴	すばる,ひさはる
寿生	としお,としき
寿宣	としのぶ,としのり
寿男	としお,ひさお
寿知	ひさし,よしかず
寿典	としのり,ひさのり
寿斗	かずと,しゅうと,ひさと,ひでと
寿都	かずと,ひさと
寿之	としゆき,ひさし,ひさゆき,よしゆき
寿夫	としお,ひさお
寿文	としふみ,よしふみ
寿保	としやす,ひさやす
寿明	としあき,ひさあき
寿也	としや,ひさなり,よしや
寿弥	としや,ひさや
寿矢	としや,ひさや
寿雄	としお,ひさお
寿洋	としひろ,のぶひろ
寿耀	としあき,としてる
寿来	じゅらい,すぐる
寿郎	としお,としろう
寿翔	かずと,しゅうと,ひさと
樹一	じゅいち,じゅんいち,たいち,みきひと
樹音	じゅおん,みきと
樹哉	たつや,みきや
樹史	たつし,たつふみ
樹人	みきと,みきひと
樹大	じゅだい,たつき,たつひろ
樹飛	たつと,みきと
樹彦	たつひこ,みきひこ
樹平	いっぺい,きっぺい
樹明	たつあき,みきはる
樹也	たつや,みきなり,みきや
樹弥	たつや,みきや
樹陽	みきはる,みきや
収彦	かずひこ,もとひこ
周幸	なりゆき,のりゆき
周士	しゅうじ,しゅうと
周樹	しゅう,しゅうき,しゅうた,ひろき
周人	しゅうと,ひろと
周生	しゅう,しゅうき
周聖	しゅうせい,のりあき
周大	しゅうた,なりひろ,ひろた
周也	しゅうや,ひろや
周翔	しゅうと,ひろと
宗	しゅう,たかし,とき
宗一	しゅういち,そういち,むねかず
宗一朗	しゅういちろう,そういちろう
宗一郎	しゅういちろう,そういちろう
宗映	しゅうえい,むねはる
宗温	としはる,むねはる
宗音	しゅうと,ひろと
宗華	しゅうが,そうが
宗牙	しゅうが,そうが
宗芽	しゅうが,そうが
宗賀	しゅうが,そうが
宗雅	しゅうが,そうが,たかまさ
宗介	しゅうすけ,そうすけ
宗喜	しゅうき,そうき
宗基	しゅうき,そうき
宗希	そうき,としき,もとき
宗紀	そうき,むねのり
宗規	そうき,むねのり
宗記	そうき,むねのり
宗貴	しゅうき,そうき,むねたか
宗輝	しゅうき,そうき,ひろき
宗慶	のりちか,むねちか,むねのり
宗呉	しゅうご,そうご
宗吾	しゅうご,そうご
宗悟	しゅうご,そうご
宗弘	としひろ,もとひろ
宗哉	しゅうすけ,しゅうや,そうや,むねちか
宗作	しゅうさく,そうさく
宗策	しゅうさく,そうさく
宗司	しゅうじ,そうし,そうじ,むねかず
宗司朗	そうしろう,そうじろう
宗史	そうし,ひろと
宗史朗	そうしろう,そうじろう
宗史郎	そうしろう,そうじろう
宗嗣	そうし,そうじ,むねつぐ
宗士	しゅうと,そうし,たかし
宗士朗	そうしろう,そうじろう
宗士郎	そうしろう,そうじろう
宗市	しゅういち,そういち
宗志	しゅうじ,そうし,そうじ,ひろし
宗志郎	そうしろう,そうじろう
宗獅	そうし,そうじ
宗詩	そうし,そうた
宗資	しゅうじ,そうすけ
宗慈	そうじ,むねちか
宗次	しゅうじ,そうじ,むねつぐ
宗次郎	そうしろう,そうじろう
宗滋	そうじ,むねしげ
宗治	しゅうじ,そうし,そうじ,むねはる
宗治郎	しゅうじろう,そうじろう
宗示	しゅうじ,そうじ
宗樹	しゅうき,そうき
宗助	しゅうすけ,そうすけ
宗将	そうし,そうすけ
宗真	しゅうま,そうま
宗人	しゅうと,そうと,たかと
宗成	そうせい,むねしげ
宗多	しゅうた,そうた
宗多郎	しゅうたろう,そうたろう
宗太	しゅうた,そうた
宗太朗	しゅうたろう,そうたろう
宗太郎	しゅうたろう,そうたろう
宗汰	しゅうた,そうた
宗大	しゅうた,そうた,そうだい,たかひろ,としひろ
宗鷹	ときたか,むねたか
宗典	しゅうすけ,そうすけ,むねのり
宗斗	しゅうと,そうと,たかと
宗渡	しゅうと,そうと
宗登	しゅうと,そうと
宗都	しゅうと,そうと
宗二	しゅうじ,そうじ
宗馬	しゅうま,そうま
宗範	たかのり,むねのり
宗丙	しゅうへい,そうへい
宗兵	しゅうへい,そうへい
宗平	しゅうへい,そうへい
宗輔	しゅうすけ,そうすけ
宗摩	しゅうま,そうま
宗磨	しゅうま,そうま
宗麻	しゅうま,そうま
宗明	そうめい,ときはる,もとあき
宗茂	かずしげ,むねしげ
宗也	しゅうや,そうや,ときなり,ときや
宗耶	しゅうや,そうや
宗弥	しゅうや,そうや,ときや
宗矢	しゅうや,そうや
宗佑	しゅうすけ,そうすけ
宗祐	しゅうすけ,そうすけ
宗亮	しゅうすけ,そうすけ
宗和	むねかず,もとかず
宗茉	しゅうま,そうま
修	あつむ,しゅう
修羽	しゅう,しゅうわ
修介	しゅうすけ,のぶゆき
修輝	しゅうき,なおき
修久	のぶひさ,まさひこ,よしひさ
修哉	しゅうや,なおや
修史	しゅうじ,まさふみ,よしふみ
修士	しゅうじ,しゅうと,なおと,なおひと
修治	しゅうじ,なおはる
修人	しゅうと,なおと,なおひと
修仁	しゅうじ,しゅうと
修晴	しゅうせい,のぶはる
修生	しゅう,しゅうき,しゅうせい,ひさなり
修誠	しゅうせい,しゅうま,なおとも
修太郎	しゅうたろう,なおたろう
修汰	しゅうた,なおた
修都	しゅうと,ひさと
修土	しゅうと,なおと
修之	しゅうじ,のぶゆき,よしゆき
修平	しゅうへい,まさたか
修明	しゅうめい,のぶあき
修也	しゅうや,なおや,のぶや
修矢	しゅうや,なおや
修亮	しゅうすけ,のぶあき
修和	しゅうと,しゅうわ
愁生	しゅう,しゅうせい
秀	しげる,しゅう,しょう,すぐる,ひで,みのる
秀愛	ひでちか,ひでよし
秀一	しゅういち,ひでかず,ひでひと
秀允	しゅうすけ,しゅうま,ひでみつ
秀羽	しゅう,しゅうわ
秀映	しゅうえい,ひであき,ひではる
秀栄	しゅうえい,ひではる
秀往	ひでみち,ひでゆき
秀穏	ひでとし,ひでやす
秀音	しゅうと,ひでと,ひでなり
秀佳	ひでよし,みつよし
秀雅	しゅうが,ひでまさ
秀介	しゅうすけ,ひでゆき
秀岳	ひでたか,ひでたけ
秀喜	ひでき,ひでよし
秀希	しゅうき,ひでき,みつき
秀毅	しゅうき,ひでき,みつき
秀紀	ひであき,ひでき,ひでとし,ひでのり,ひでみち,みつき
秀規	しゅうき,ひでき,ひでのり
秀記	しゅうき,ひでき,ひでのり
秀貴	しゅうき,ひでき,ひでたか,ほたか
秀起	ひでき,ひでゆき
秀輝	しゅうき,ひでき,みつき
秀騎	しゅうき,ひでき
秀宜	ひでのぶ,ひでよし
